Signatur;PID;Mappe;Seiten XML;lokal;METS;Backup;GAMS-URLs;Bildmasse;Objekttyp;Autor;Datum;Sprache METS;Sprache erkannt;Transkribiert;Befund
SZ-AAL/B10.6;o:szd.3226;SZ_AAL_B10.6;15;15;15;15;OK;OK;Brieffragment;Zweig, Alfred;7.10.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B10.7;o:szd.3227;SZ_AAL_B10.7;3;3;3;3;OK;OK;Brief;Birman, C.;17.11.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B10.8;o:szd.3228;SZ_AAL_B10.8;3;3;3;3;OK;OK;Brief;Süssland, Ernst;21.11.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B10.9;o:szd.3229;SZ_AAL_B10.9;3;3;3;3;OK;OK;Briefabschriften;Trading;21.11.1938;Deutsch (pauschal);-;nein;Autor unueblich: 'Trading'
SZ-AAL/B11;o:szd.3230;SZ_AAL_B11;3;3;3;3;OK;OK;Brief;Wolfenstein, Alfred;3.12.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B12;o:szd.3231;SZ_AAL_B12;7;7;7;7;OK;OK;Brief;Beierle, Alfred;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B13;o:szd.3232;SZ_AAL_B13;7;7;7;7;OK;OK;Brief;Zarek, Otto;30.9.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B14;o:szd.3233;SZ_AAL_B14;5;5;5;5;OK;OK;Brief;Frenkel, Lotte;7.11.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B15;o:szd.3234;SZ_AAL_B15;5;5;5;5;OK;OK;Brief;Kiefer, Oskar Alexander;2.10.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B16;o:szd.3235;SZ_AAL_B16;5;5;5;5;OK;OK;Brief;Chaine, René;4.3.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B17;o:szd.3236;SZ_AAL_B17;5;5;5;5;OK;OK;Brief;Rieger, Erwin;12.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B18;o:szd.3237;SZ_AAL_B18;3;3;3;3;OK;OK;Telegramm;Monath, Paul;19.9.1939;Deutsch (pauschal);-;nein;OK
SZ-AAL/B19;o:szd.3238;SZ_AAL_B19;3;3;3;3;OK;OK;Brief;Sambat, M.;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B2.1;o:szd.3239;SZ_AAL_B2.1;3;3;3;3;OK;OK;Brief;Zweig, Stefan;1.5.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.10;o:szd.3240;SZ_AAL_B2.10;3;3;3;3;OK;OK;Brief;Zweig, Stefan;20.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.11;o:szd.3241;SZ_AAL_B2.11;5;5;5;5;OK;OK;Brief;Zweig, Stefan;23.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.12;o:szd.3242;SZ_AAL_B2.12;5;5;5;5;OK;OK;Brief;Zweig, Stefan;29.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.13;o:szd.3243;SZ_AAL_B2.13;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;4.9.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.14;o:szd.3244;SZ_AAL_B2.14;6;6;6;6;OK;OK;Brief;Zweig, Stefan;6.9.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.15;o:szd.3245;SZ_AAL_B2.15;3;3;3;3;OK;OK;Brief;Zweig, Stefan;9.9.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.16;o:szd.3246;SZ_AAL_B2.16;5;5;5;5;OK;OK;Brief;Zweig, Stefan;10.9.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.17;o:szd.3247;SZ_AAL_B2.17;5;5;5;5;OK;OK;Brief;Zweig, Stefan;6.1.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.18;o:szd.3248;SZ_AAL_B2.18;9;9;9;9;OK;OK;Brief;Zweig, Stefan;10.1.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.19;o:szd.3249;SZ_AAL_B2.19;5;5;5;5;OK;OK;Brief;Zweig, Stefan;17.1.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.2;o:szd.3250;SZ_AAL_B2.2;5;5;5;5;OK;OK;Brief;Zweig, Stefan;9.5.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.20;o:szd.3251;SZ_AAL_B2.20;5;5;5;5;OK;OK;Brief;Zweig, Stefan;20.1.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.21;o:szd.3252;SZ_AAL_B2.21;3;3;3;3;OK;OK;Ansichtspostkarte;Zweig, Stefan;24.1.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.22;o:szd.3253;SZ_AAL_B2.22;3;3;3;3;OK;OK;Kuvert;Zweig, Stefan;19.2.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.23;o:szd.3254;SZ_AAL_B2.23;3;3;3;3;OK;OK;Brief;Zweig, Stefan;02.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.24;o:szd.3255;SZ_AAL_B2.24;7;7;7;7;OK;OK;Brief;Zweig, Stefan;4.3.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.25;o:szd.3256;SZ_AAL_B2.25;5;5;5;5;OK;OK;Brief;Zweig, Stefan;23.3.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.26;o:szd.3257;SZ_AAL_B2.26;5;5;5;5;OK;OK;Brief;Zweig, Stefan;2.4.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.27;o:szd.3258;SZ_AAL_B2.27;3;3;3;3;OK;OK;Brief;Zweig, Stefan;04.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.28;o:szd.3259;SZ_AAL_B2.28;5;5;5;5;OK;OK;Brief;Zweig, Stefan;10.4.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.29;o:szd.3260;SZ_AAL_B2.29;7;7;7;7;OK;OK;Brief;Zweig, Stefan;14.4.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.3;o:szd.3261;SZ_AAL_B2.3;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;30.7.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.30;o:szd.3262;SZ_AAL_B2.30;3;3;3;3;OK;OK;Brief;Zweig, Stefan;04.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.31;o:szd.3263;SZ_AAL_B2.31;3;3;3;3;OK;OK;Ansichtspostkarte;Zweig, Stefan;22.4.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.32;o:szd.3264;SZ_AAL_B2.32;7;7;7;7;OK;OK;Brief;Zweig, Stefan;29.4.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.33;o:szd.3265;SZ_AAL_B2.33;7;7;7;7;OK;OK;Brief;Zweig, Stefan;9.5.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.34;o:szd.3266;SZ_AAL_B2.34;7;7;7;7;OK;OK;Brief;Zweig, Stefan;19.5.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.35;o:szd.3267;SZ_AAL_B2.35;7;7;7;7;OK;OK;Brief;Zweig, Stefan;31.5.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.36;o:szd.3268;SZ_AAL_B2.36;5;5;5;5;OK;OK;Brief;Zweig, Stefan;6.6.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.37;o:szd.3269;SZ_AAL_B2.37;5;5;5;5;OK;OK;Brief;Zweig, Stefan;12.6.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.38;o:szd.3270;SZ_AAL_B2.38;7;7;7;7;OK;OK;Brief;Zweig, Stefan;13.6.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.39;o:szd.3271;SZ_AAL_B2.39;7;7;7;7;OK;OK;Brief;Zweig, Stefan;14.6.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.4;o:szd.3272;SZ_AAL_B2.4;13;13;13;13;OK;OK;Brief;Zweig, Stefan;5.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.40;o:szd.3273;SZ_AAL_B2.40;5;5;5;5;OK;OK;Brief;Zweig, Stefan;16.6.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.41;o:szd.3274;SZ_AAL_B2.41;7;7;7;7;OK;OK;Brief;Zweig, Stefan;30.7.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.42;o:szd.3275;SZ_AAL_B2.42;5;5;5;5;OK;OK;Brief;Zweig, Stefan;4.8.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.43;o:szd.3276;SZ_AAL_B2.43;5;5;5;5;OK;OK;Brief;Zweig, Stefan;9.8.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.44;o:szd.3277;SZ_AAL_B2.44;5;5;5;5;OK;OK;Brief;Zweig, Stefan;20.8.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.45;o:szd.3278;SZ_AAL_B2.45;7;7;7;7;OK;OK;Brief;Zweig, Stefan;25.8.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.46;o:szd.3279;SZ_AAL_B2.46;5;5;5;5;OK;OK;Brief;Zweig, Stefan;09-4.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.47;o:szd.3280;SZ_AAL_B2.47;5;5;5;5;OK;OK;Brief;Zweig, Stefan;8.9.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.48;o:szd.3281;SZ_AAL_B2.48;7;7;7;7;OK;OK;Brief;Zweig, Stefan;12.9.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.49;o:szd.3282;SZ_AAL_B2.49;5;5;5;5;OK;OK;Brief;Zweig, Stefan;14.9.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.5;o:szd.3283;SZ_AAL_B2.5;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;6.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.50;o:szd.3284;SZ_AAL_B2.50;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;19.9.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.51;o:szd.3285;SZ_AAL_B2.51;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;23.9.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.52;o:szd.3286;SZ_AAL_B2.52;5;5;5;5;OK;OK;Brief;Zweig, Stefan;2.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.53;o:szd.3287;SZ_AAL_B2.53;3;3;3;3;OK;OK;Ansichtspostkarte;Zweig, Stefan;4.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.54;o:szd.3288;SZ_AAL_B2.54;6;6;6;6;OK;OK;Brief;Zweig, Stefan;15.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.55;o:szd.3289;SZ_AAL_B2.55;3;3;3;3;OK;OK;Kuvert;Zweig, Stefan;20.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.56;o:szd.3290;SZ_AAL_B2.56;5;5;5;5;OK;OK;Brief;Zweig, Stefan;21.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.57;o:szd.3291;SZ_AAL_B2.57;5;5;5;5;OK;OK;Brief;Zweig, Stefan;23.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.58;o:szd.3292;SZ_AAL_B2.58;5;5;5;5;OK;OK;Brief;Zweig, Stefan;24.12.1935;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.59;o:szd.3293;SZ_AAL_B2.59;5;5;5;5;OK;OK;Brief;Zweig, Stefan;20.6.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.6;o:szd.3294;SZ_AAL_B2.6;3;3;3;3;OK;OK;Brief;Zweig, Stefan;8.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.60;o:szd.3295;SZ_AAL_B2.60;5;5;5;5;OK;OK;Brief;Zweig, Stefan;21.6.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.61;o:szd.3296;SZ_AAL_B2.61;3;3;3;3;OK;OK;Kuvert;Zweig, Stefan;21.6.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.62;o:szd.3297;SZ_AAL_B2.62;3;3;3;3;OK;OK;Brief;Zweig, Stefan;22.6.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.63;o:szd.3298;SZ_AAL_B2.63;8;8;8;8;OK;OK;Brief;Zweig, Stefan;24.6.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.64;o:szd.3299;SZ_AAL_B2.64;4;4;4;4;OK;OK;Brief;Zweig, Stefan;29.6.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.65;o:szd.3300;SZ_AAL_B2.65;3;3;3;3;OK;OK;Brief;Zweig, Stefan;3.7.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.66;o:szd.3301;SZ_AAL_B2.66;5;5;5;5;OK;OK;Brief;Zweig, Stefan;8.8.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.67;o:szd.3302;SZ_AAL_B2.67;5;5;5;5;OK;OK;Brief;Zweig, Stefan;10.8.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.68;o:szd.3303;SZ_AAL_B2.68;7;7;7;7;OK;OK;Brief;Zweig, Stefan;21.8.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.69;o:szd.3304;SZ_AAL_B2.69;5;5;5;5;OK;OK;Brief;Zweig, Stefan;26.8.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.7;o:szd.3305;SZ_AAL_B2.7;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;11.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.70;o:szd.3306;SZ_AAL_B2.70;5;5;5;5;OK;OK;Brief;Zweig, Stefan;3.9.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.71;o:szd.3307;SZ_AAL_B2.71;5;5;5;5;OK;OK;Brief;Zweig, Stefan;12.9.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.72;o:szd.3308;SZ_AAL_B2.72;5;5;5;5;OK;OK;Brief;Zweig, Stefan;17.9.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.73;o:szd.3309;SZ_AAL_B2.73;3;3;3;3;OK;OK;Brief;Zweig, Stefan;20.12.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.74;o:szd.3310;SZ_AAL_B2.74;5;5;5;5;OK;OK;Brief;Zweig, Stefan;7.5.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.75;o:szd.3311;SZ_AAL_B2.75;3;3;3;3;OK;OK;Ansichtspostkarte;Zweig, Stefan;8.5.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.76;o:szd.3312;SZ_AAL_B2.76;5;5;5;5;OK;OK;Brief;Zweig, Stefan;11.5.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.77;o:szd.3313;SZ_AAL_B2.77;4;4;4;4;OK;OK;Brief;Zweig, Stefan;12.5.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.78;o:szd.3314;SZ_AAL_B2.78;7;7;7;7;OK;OK;Brief;Zweig, Stefan;14.5.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.79;o:szd.3315;SZ_AAL_B2.79;5;5;5;5;OK;OK;Brief;Zweig, Stefan;19.8.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.8;o:szd.3316;SZ_AAL_B2.8;3;3;3;3;OK;OK;Brief;Zweig, Stefan;13.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.80;o:szd.3317;SZ_AAL_B2.80;5;5;5;5;OK;OK;Brief;Zweig, Stefan;21.8.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.81;o:szd.3318;SZ_AAL_B2.81;5;5;5;5;OK;OK;Brief;Zweig, Stefan;23.8.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.82;o:szd.3319;SZ_AAL_B2.82;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;25.8.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.83;o:szd.3320;SZ_AAL_B2.83;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;27.8.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.84;o:szd.3321;SZ_AAL_B2.84;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;30.8.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.85;o:szd.3322;SZ_AAL_B2.85;3;3;3;3;OK;OK;Ansichtspostkarte;Zweig, Stefan;26.11.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.86;o:szd.3323;SZ_AAL_B2.86;3;3;3;3;OK;OK;Postkarte;Zweig, Stefan;8.11.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.87;o:szd.3324;SZ_AAL_B2.87;3;3;3;3;OK;OK;Brief;Zweig, Stefan;9.11.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.88;o:szd.3325;SZ_AAL_B2.88;5;5;5;5;OK;OK;Brief;Zweig, Stefan;10.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.89;o:szd.3326;SZ_AAL_B2.89;5;5;5;5;OK;OK;Brief;Zweig, Stefan;11.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.9;o:szd.3327;SZ_AAL_B2.9;5;5;5;5;OK;OK;Brief;Zweig, Stefan;14.8.1934;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.90;o:szd.3328;SZ_AAL_B2.90;3;3;3;3;OK;OK;Brief;Zweig, Stefan;13.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.91;o:szd.3329;SZ_AAL_B2.91;5;5;5;5;OK;OK;Brief;Zweig, Stefan;13.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.92;o:szd.3330;SZ_AAL_B2.92;5;5;5;5;OK;OK;Brief;Zweig, Stefan;16.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.93;o:szd.3331;SZ_AAL_B2.93;5;5;5;5;OK;OK;Brief;Zweig, Stefan;19.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.94;o:szd.3332;SZ_AAL_B2.94;5;5;5;5;OK;OK;Brief;Zweig, Stefan;19.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.95;o:szd.3333;SZ_AAL_B2.95;5;5;5;5;OK;OK;Brief;Zweig, Stefan;21.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.96;o:szd.3334;SZ_AAL_B2.96;5;5;5;5;OK;OK;Brief;Zweig, Stefan;22.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B2.97;o:szd.3335;SZ_AAL_B2.97;5;5;5;5;OK;OK;Brief;Zweig, Stefan;24.4.1940;Deutsch (pauschal);-;nein;OK
SZ-AAL/B20;o:szd.3336;SZ_AAL_B20;5;5;5;5;OK;OK;Brief;Garcés, Mario;21.7.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B21;o:szd.3337;SZ_AAL_B21;3;3;3;3;OK;OK;Brief;Singer, Emmerich;20.10.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.1;o:szd.3338;SZ_AAL_B3.1;3;3;3;3;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.10;o:szd.3339;SZ_AAL_B3.10;5;5;5;5;OK;OK;Brief;Zweig, Friderike;18.5.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.100;o:szd.3340;SZ_AAL_B3.100;3;3;3;3;OK;OK;Brief;Zweig, Friderike;20.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.101;o:szd.3341;SZ_AAL_B3.101;3;3;3;3;OK;OK;Kuvert;Zweig, Friderike;23.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.102;o:szd.3342;SZ_AAL_B3.102;3;3;3;3;OK;OK;Brief;Zweig, Friderike;24.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.103;o:szd.3343;SZ_AAL_B3.103;7;7;7;7;OK;OK;Brief;Meiler, Friedrich;24.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.104;o:szd.3344;SZ_AAL_B3.104;3;3;3;3;OK;OK;Brief;Meiler, Friedrich;28.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.105;o:szd.3345;SZ_AAL_B3.105;3;3;3;3;OK;OK;Brief;Zweig, Friderike;28.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.106;o:szd.3346;SZ_AAL_B3.106;5;5;5;5;OK;OK;Brief;Meiler, Friedrich;30.9.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.109;o:szd.3347;SZ_AAL_B3.109;7;7;7;7;OK;OK;Briefentwurf;Zweig, Stefan;29.7.1937;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.11;o:szd.3348;SZ_AAL_B3.11;3;3;3;3;OK;OK;Telegramm;Zweig, Friderike;1.7.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.110;o:szd.3349;SZ_AAL_B3.110;3;3;3;3;OK;OK;Entwurf;Zweig, Stefan;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.111;o:szd.3350;SZ_AAL_B3.111;5;5;5;5;OK;OK;Entwurf;Zweig, Stefan;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.112;o:szd.3351;SZ_AAL_B3.112;9;9;9;9;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.113;o:szd.3352;SZ_AAL_B3.113;3;3;3;3;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.114;o:szd.3353;SZ_AAL_B3.114;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.115;o:szd.3354;SZ_AAL_B3.115;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.116;o:szd.3355;SZ_AAL_B3.116;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.117;o:szd.3356;SZ_AAL_B3.117;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.118;o:szd.3357;SZ_AAL_B3.118;7;7;7;7;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.119;o:szd.3358;SZ_AAL_B3.119;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.12;o:szd.3359;SZ_AAL_B3.12;7;7;7;7;OK;OK;Brief;Zweig, Friderike;20.7.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.120;o:szd.3360;SZ_AAL_B3.120;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.121;o:szd.3361;SZ_AAL_B3.121;11;11;11;11;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.122;o:szd.3362;SZ_AAL_B3.122;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.123;o:szd.3363;SZ_AAL_B3.123;9;9;9;9;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.124;o:szd.3364;SZ_AAL_B3.124;9;9;9;9;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.125;o:szd.3365;SZ_AAL_B3.125;5;5;5;5;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.126;o:szd.3366;SZ_AAL_B3.126;3;3;3;3;OK;OK;Brief;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.127;o:szd.3367;SZ_AAL_B3.127;3;3;3;3;OK;OK;Brieffragment;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.128;o:szd.3368;SZ_AAL_B3.128;3;3;3;3;OK;OK;Brieffragment;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.130;o:szd.3369;SZ_AAL_B3.130;3;3;3;3;OK;OK;Brieffragment;Zweig, Friderike;-;Deutsch (pauschal);-;nein;Datum leer
SZ-AAL/B3.132;o:szd.3370;SZ_AAL_B3.132;3;3;3;3;OK;OK;Brief;Haupolter, Walter;25.8.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.133;o:szd.3371;SZ_AAL_B3.133;3;3;3;3;OK;OK;Brief;Haupolter, Walter;16.9.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.134;o:szd.3372;SZ_AAL_B3.134;3;3;3;3;OK;OK;Brief;Zweig, Stefan;19.9.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.135;o:szd.3373;SZ_AAL_B3.135;3;3;3;3;OK;OK;Brief;Hofmannsthal, Emil von;28.9.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.136;o:szd.3374;SZ_AAL_B3.136;3;3;3;3;OK;OK;Brief;Haupolter, Walter;23.11.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.137;o:szd.3375;SZ_AAL_B3.137;15;15;15;15;OK;OK;Brief;Haupolter, Walter;2.12.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.138;o:szd.3376;SZ_AAL_B3.138;3;3;3;3;OK;OK;Brief;Unidentified;7.12.1938;Deutsch (pauschal);-;nein;Autor unueblich: 'Unidentified'
SZ-AAL/B3.139;o:szd.3377;SZ_AAL_B3.139;3;3;3;3;OK;OK;Brief;Zweig, Friderike;8.12.1938;Deutsch (pauschal);-;nein;OK
SZ-AAL/B3.14;o:szd.3378;SZ_AAL_B3.14;5;5;5;5;OK;OK;Brief;Zweig, Friderike;17.11.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B4.1;o:szd.3379;SZ_AAL_B4.1;7;7;7;7;OK;OK;Brief;Maass, Joachim;24.1.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B4.2;o:szd.3380;SZ_AAL_B4.2;7;7;7;7;OK;OK;Brief;Maass, Joachim;7.1.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B4.3;o:szd.3381;SZ_AAL_B4.3;5;5;5;5;OK;OK;Brief;Maass, Joachim;2.4.1936;Deutsch (pauschal);-;nein;OK
SZ-AAL/B4.4;o:szd.3382;SZ_AAL_B4.4;5;5;5;5;OK;OK;Brief;Maass, Joachim;30.5.1936;Deutsch (pauschal);-;nein;OK
